category,screenname,text
Information,DanoneGroup,From our blog - The Daniel and Nina Carasso Foundation: committing to sustainable food and long-term health http://t.co/77X65hpv
Information,DanoneGroup,Neocate partnered with British Allergy Foundation to launch a site for parents of children with cow's milk allergies http://t.co/6pUnDwQP
Information,DanoneGroup,First time ever #Danone sales reach â‚¬5 billion in a quarter #danoneH1 #Q2 #finance
Information,DanoneGroup,Danone Research Centre for Specialized Nutrition is the 1st in Asia Pacific to focus fully on child &amp  maternal health http://t.co/T4qBQ4k2
Information,DanoneGroup,Dual dynamics for #danoneH1: WE (35% of sales) negative vs. rest of the world (65% of sales) growing double digit #finance #danone
Information,DanoneGroup,#Danone first half 2012 highlights: sales up 5.9% driven by #emerging markets and free cash flow at â‚¬890 million #danoneH1 #finance
Information,DanoneGroup,"From our blog: RT @DownTo_Earth_ Today on down to Earth, an exclusivity: the weather forecast for September, 2085 http://t.co/3XUtrEyp â€_"
Information,DanoneGroup,Mothers in #China trust online communities more than their own friends regarding product recommendations for children (source: Euromonitor)
Information,DanoneGroup,"In the US, Danone market share is up in fast-growing Greek yogurt segment, benefiting from new production capacity #danonesales"
Information,DanoneGroup,"Danone in #Canada invests $40mln in its Boucherville #plant, producing @Oikos #GreekYogurt http://t.co/D6O0jYsgK1"
Information,DanoneGroup,"Living longer doesn't mean living a longer, healthy life. On average, people live 8.7 years with ill health or injury. Source: @Euromonitor"
Information,DanoneGroup,Latest newsletter from Danone Ecosystem fund is out with a focus on microdistribution projects http://t.co/B5VkXfFk #social_innovation
Information,DanoneGroup,"In Mexico, Danone Semilla project plans to create 4,000 jobs in microdistribution by 2015 #social_innovation http://t.co/7oWctKhH"
Information,DanoneGroup,"In Indonesia, large-scale food retailing accounted for only 8% of grocery sales in 2010: http://t.co/ahEK0lJ9  #danone11 #datawall"
Information,DanoneGroup,Long term sustainable performance is #danone 's priority: continued investments in growth geographies/categories #danoneH1 #finance
Information,DanoneGroup,Creating Healthy Products and Promoting Healthy Lifestyles in Indonesia: http://t.co/6X9ADPgE
Dialogue,DanoneGroup,@Facundoetche @DownTo_Earth_ @danonecommunity thanks a lot and #FF back!
Information,DanoneGroup," When you're engaged in a co-construction dynamic with communities, the timing is different, you need patience  says E.Faber #GlobalC2012"
Information,DanoneGroup,"Danone-Unimilk opens a new line for production of baby food in Kuban, Russia : http://t.co/JjXNT40T"
Information,DanoneGroup,Danone is a strategic partner of @Planetworkshops - this year's edition on  Co-Construction  #GlobalC2012
Action,DanoneGroup,Letâ€™s join @danonecommunity at #Convergences at Palais Brongniart until sept 19th to support #socialbusiness @TeamC2015
,,
,,
Information,DanoneGroup,"RT @McKinsey_CSI : By 2025, 70 percent of all manufactured goods could be sold in developing economies http://t.co/YPOpHYYC"
Information,DanoneGroup,"Discover  Danone Investor Relations , our first iPad application designed for the investor community : http://t.co/gtqZdn2z"
Information,DanoneGroup,"@BonafontBrasil launches  Experience 15 , a Facebook application to stimulate people to adopt healthier habits : http://t.co/hfMcLKji"
Information,DanoneGroup,#Poland: Danone #Sustainable #Agriculture project has won the #Forbes Award in Leader of #Sustainable Development
,,
Information,DanoneGroup, Russia is one of the market we are investing significantly  #DanoneCFO #DanoneH1
Information,DanoneGroup,#Evian supports #DrinkH2O! You are what you drink &amp when you #DrinkH2O you drink up! @urH2O @evianwater #Water #danone http://t.co/yXfE4zvrTA
Information,DanoneGroup,"Since 1991, the #Danone Institutes work to help advance knowledge abt the links between food, #nutrition and health http://t.co/MLdI7fRf"
Information,DanoneGroup,India ageing faster than expected. Median age projected to increase rapidly to 31 years in 2026: http://t.co/Nrk5WYxa
Information,DanoneGroup,"Our researchers aim to pioneer #nutritional discoveries that help people live longer, and healthier lives #research http://t.co/QSLdtOpe56"
Information,DanoneGroup,"The new Utrecht #research facility will perform innovative research in areas like digestion &amp  gut health, immunity &amp  cognitive development"
Information,DanoneGroup,Danone was last night honoured as the â€œBest French Company in Irelandâ€ù at the 2012 Ireland-France Business Awards. http://t.co/2JoNgS3o
Information,DanoneGroup,India may emerge as 2nd most competitive manufacturing economy in the next 5 years : http://t.co/UJWnImWN
Information,DanoneGroup,#Danone and @Ashoka  Pemulung Empowerment Program  to improve living conditions of the waste pickers in Indonesia :http://t.co/mwhD9eFE
Information,DanoneGroup,"In Indonesia, more than 2 million people are surviving from #waste-recycling activity : http://t.co/mwhD9eFE #ecosystem"
,,
Information,DanoneGroup,[BlogPost] A strawberry cooperative in #Ukraine helps producers improve their living &amp  working conditions http://t.co/bBtpQMOVHG
Information,DanoneGroup,"#Danone #BOP India was created on Oct. 5th, 2011 to develop and sale products for the â€œbase of pyramidâ€ù:  http://t.co/2ISRBPgK #danone11"
Information,DanoneGroup,"In 2011 #Danone and the IUF signed the first ww agreement on health, safety, working conditions and stress: http://t.co/2YNJiLPg #people"
,,
Information,DanoneGroup,From our blog! RT@downto_earth_:  #Women empowerment: a key challenge for development http://t.co/VQ1TLcR9 â€_ #socent
Information,DanoneGroup,Grameen Danone initiative featured in @HuffPostImpact  Social Business as a New Paradigm to Deal With World Poverty  :http://t.co/MKyvReEm
Information,DanoneGroup,A PM Food &amp  Dairy Consulting report shows that the production of #yogurt &amp  fermented #dairy products increased by +55% in the last 10yrs!
Information,DanoneGroup,#Q32013: Danone announces a Strong underlying dynamics across all businesses  Impact of false safety alert in Asia
Information,DanoneGroup,"Appointment to Danone's Executive Committee: Marc Benoit named Executive Vice President, Human Resources"
Information,DanoneGroup,Danone-Backed Project Provides Water at Cost to Cambodia http://t.co/2JBw5f6i22  @danonecommunity  @1001Fontaines
Information,DanoneGroup,[BlogPost] Danoners speak highly of Danâ€™Cares! http://t.co/ZDZgEel9YQ #health
Information,DanoneGroup,"Yo-Jelly, Danone new brand in South Africa : the fun taste sensation of jelly &amp  the health benefits of yoghurt ! #Danone #Yojelly"
Information,DanoneGroup,"Sarihusada Wins 3 GKPM Awards 2013, an appreciation given by The Coordinating Ministry of Social Welfare &amp  CFCD #danone #Indonesia"
Information,DanoneGroup," Danone's story is one of social innovation and co-creation  Said E. Faber, Danoneâ€™s COO, during the #GSBS2013 @danonecommunity"
Information,DanoneGroup,Danone Institute has been rewarded by El Centro CatalÃ¡n de NutriciÃ_n for its Food initiatives! http://t.co/xRE9vLtBmr
Information,DanoneGroup,"Today, the Health Ministry rewarded Danone Spain for its work in the Social School for Women Empowerment http://t.co/REnQObAviY #EndVAW"
Information,DanoneGroup,Danone Spain has managed to create over 150 job opportunities for Social School for Women Empowerment project #EndVAW
Information,DanoneGroup,Social School for Women Empowerment offers to women victims of violence a training program to access to employment opportunities #EndVAW
Information,DanoneGroup,Danone Spain &amp  Ana Bella have created a social school for acting for the empowerment of women survivors of domestic violence #EndVAW
Information,DanoneGroup,"#Danone with @iofbonehealth organized a walking day for #bonehealth in Brazil &amp  encouraged 20,000 people to take care of their #bones"
Information,DanoneGroup,The International Osteoporosis Foundation @iofbonehealth has rewarded #Danone for its program to sensitize employees to #bonehealth
Information,DanoneGroup,"@LiveliH00ds,Guatemala Government &amp  Fundaeco are partners to implement a community reforestation project in Guatemala http://t.co/g56FHDjcEE"
Information,DanoneGroup,The dairy farm of the #Merapi project in #Indonesia illustrated on #Danoneâ€™s media library http://t.co/vtkDUtrxBC http://t.co/57bSDXuUzA
Information,DanoneGroup,#Danone Ecosystem fund supports the #Merapi project: to rehabilitate agricultural activity after the eruption of the #Merapi volcano in 2010
Information,DanoneGroup,In 2010 #Danone launched the Danâ€™Cares programme to provide each employee with health cover for basic medical care http://t.co/bhGdBhTbfe
Information,DanoneGroup,Livelihoodsâ€™ mission is to support the efforts of poor rural communities to live in sustainable ecosystems http://t.co/0HXoHuXN1i
Information,DanoneGroup,SIEL Bleu develops activities for the elderly to help improve their general physical and psychological well-being http://t.co/enrTrQ1HlG
Information,DanoneGroup,#Danoneâ€™s partner SIEL Bleu is named Social Entrepreneur of the Year 2014 by the Schwab Foundation! http://t.co/IDxhQ2sxRT @schwabfound
Information,DanoneGroup,"ActiVida aims to preserve older &amp  vulnerable peopleâ€™s physical, health &amp  social connectedness through nutrition and physical exercise"
Information,DanoneGroup,#Danone supports the ActiVida project: to promote an advanced care model &amp  a more positive ageing experience in Spain http://t.co/bODl2p0Mir
Information,DanoneGroup,"Developed by #Danone in 2013, France, Germany, Spain &amp  Italy already felt in love with MyDanone!"
Information,DanoneGroup,The #Danone #Ecosystem Fund supports the Terragrâ€™eau #methanisation project http://t.co/rzRLNjDRv4
Information,DanoneGroup,#Dannon commits to further improve nutrition profile of its yogurt with partnership for a healthier America http://t.co/txB4m19IIw
Action,DanoneGroup,Letâ€™s discover how #Danone has made women empowerment a key lever for social innovation and development http://t.co/hIGvfEYRXR @womensday
Action,DanoneGroup,Discover the new bottle Pâ€™tit #Volvic #Lego: an iconic reference for a healthier hydration! http://t.co/uhtDFYTjZY
Information,DanoneGroup,The #changemakers community launched the â€œSocial &amp  Business Co-Creation: collaboration for impactâ€ùâ€ù competition! http://t.co/UrFk8Jf3Vw
Information,DanoneGroup,$BN Early life nutrition division was hit by a further steep decline in -6.9% sales in Q4 as a result of the false safety alert #FY2013
Information,DanoneGroup,"â€œWe are holding our course, focused on building a solid group and returning to sustainable, profitable growthâ€ù says F. Riboud #FY2013"
Information,DanoneGroup,"Through this mission, #Danone contributes to reduce the number of unemployed people &amp  stimulates woman empowerment! http://t.co/IYUlMNin7z"
Information,DanoneGroup,The #D2C model empowers Indonesian mothers to be entrepreneur women by selling #AQUA to household around them: they are called #AQUA Ladies
Information,DanoneGroup,Have you met Aloysius? He supports Danone's commitment to employees' safety at work! http://t.co/A3ioU62LCq
Action,DanoneGroup,"Do you know why â€œfrugality, agility &amp  opennessâ€ù is the new recipe for innovation? Learn more about @JugaadAtWork ! http://t.co/oFeGMA1KiV"
Action,DanoneGroup, Bringing health through food to as many people as possible  do you want to know more about our mission ? http://t.co/HEhLCDaVKj
Information,DanoneGroup,"#Prostokvashino, the leading national food brand excluding beverages in Russia, is experiencing double-digit growth http://t.co/9UuWSn8Map"
Information,DanoneGroup,Did you know that 1500 scientists work in the 2 main #Danoneâ€™s Research centers with more than 200 partnerships http://t.co/pJOIqCI1xZ
Information,DanoneGroup,Semilla Project has created a Social Development Institute to provide training to women in need and an access to jobs #DanoneEcosysteme
Information,DanoneGroup,New #Danonino launched in 7 countries : #Dino bottle special developed to nurture #kidâ€™s autonomy http://t.co/qKWfkhKE7k
Information,DanoneGroup,#Danone Japan has just won the 2014 French Business Awards for its BiO (#Activia) Fruit-on-the-Bottom series! http://t.co/Xtr7sH8gyp
,,
,,
,,
,,
,,
Information,DanoneGroup,"â€œWe turned in a solid performance, with organic growth of nearly 5% driven by the success of many strategic projectsâ€ù says F. Riboud #FY2013"
Information,DanoneGroup,"#Danone #Ecosystem in 2013: itâ€™s 47 projects in 38 subsidiaries with the aim to generate 50,000 jobs http://t.co/KfBQTuzfyu"
Information,DanoneGroup,By developing a complete understanding of the context in each country #Danone is able to contribute to good eating habits
Information,DanoneGroup,"CL is a leader in the Moroccan socio-economic landscape with more than 60% market share, 4000 collaborators &amp  120 000 farmer partners"
Information,DanoneGroup,"Since then the equivalent of 3.6 billions of liters of drinkable #water have been financed in 118 Nigerian villages for 110,000 persons"
Information,DanoneGroup,Frequent #yogurt consumption as part of a #healthy dietary pattern was associated with less #weight gain over time http://t.co/1Uyr1w1ZQ7
Information,DanoneGroup,On April 30 #Danone Institute International took part to the 2nd Global Summit on the Health Effects of #Yogurt #YINI2014
Information,DanoneGroup,@danonecommunity comes back on the last 2 days: 2 social #innovation journeys with Pr. #Yunus http://t.co/BxccLY1odV http://t.co/szs4BFmgeU
Information,DanoneGroup,#Danone just received the 2nd 2014 #Reputation Award with a 1st prize for societal responsibility #tropheeReputation http://t.co/dweHzT74rH
Information,DanoneGroup,"Since 2006 10,000 ha of  palÃ©tuviers  trees have been replanted in #Senegal with the support of #Livelihoods #WED2014 http://t.co/a7Tc8VnSEb"
